Input,Output,SUM
"[1211, 2312, 2022, 1300]","[1201, 2300, 2003, 1231]",1
"[1211, 2313, 2020, 1301]","[1201, 2300, 2003, 1231]",443
"[1211, 2321, 2111, 1312]","[1210, 2233, 2033, 1303]",5
"[1211, 2331, 2030, 1321]","[1202, 2312, 2013, 1310]",12
"[1211, 2332, 2023, 1323]","[1203, 2321, 2010, 1311]",1
"[1211, 3002, 2112, 1332]","[1202, 2323, 2100, 1322]",1
"[1212, 2300, 2031, 1300]","[1200, 2223, 2020, 1230]",1
"[1212, 2301, 2032, 1300]","[1201, 2230, 2020, 1230]",1
"[1212, 2303, 2022, 1302]","[1202, 2233, 2002, 1232]",1
"[1212, 2310, 2033, 1332]","[1203, 2233, 2021, 1320]",4
"[1212, 2313, 2002, 1312]","[1203, 2301, 1323, 1302]",43
"[1212, 2313, 2033, 1323]","[1210, 2302, 2021, 1310]",1
"[1212, 2320, 2103, 1312]","[1203, 2302, 2030, 1302]",1
"[1212, 2321, 2001, 1311]","[1203, 2301, 1323, 1302]",1
"[1212, 2321, 2032, 1322]","[1210, 2310, 2011, 1312]",1
"[1212, 2332, 2101, 1310]","[1203, 2313, 2023, 1300]",16
"[1212, 2332, 2111, 2002]","[1203, 2320, 2031, 1333]",7
"[1212, 2333, 2112, 2000]","[1202, 2322, 2033, 1330]",4
"[1212, 2333, 2123, 1331]","[1211, 2321, 2111, 1312]",4
"[1212, 3000, 2110, 2001]","[1133, 2322, 2033, 1333]",1
"[1212, 3001, 2101, 1301]","[1201, 2321, 2031, 1232]",1
"[1212, 3001, 2111, 1333]","[1203, 2321, 2101, 1322]",2
"[1212, 3011, 2021, 1311]","[1203, 2330, 2010, 1302]",2
"[1212, 3012, 2112, 1323]","[1210, 2333, 2033, 1313]",1
"[1213, 2310, 2020, 1302]","[1202, 2233, 2002, 1232]",39
"[1213, 2312, 2032, 1330]","[1210, 2301, 2020, 1312]",44
"[1213, 2313, 2030, 1331]","[1210, 2301, 2020, 1312]",38
"[1213, 2313, 2103, 1320]","[1210, 2301, 2032, 1302]",1
"[1213, 2320, 2031, 1323]","[1210, 2303, 2013, 1311]",1
"[1213, 2320, 2110, 1312]","[1210, 2301, 2032, 1302]",2
"[1213, 2321, 2023, 1330]","[1210, 2310, 2011, 1312]",1
"[1213, 2323, 2032, 1321]","[1211, 2312, 2013, 1303]",2
"[1213, 2330, 2112, 2002]","[1203, 2313, 2033, 1332]",28
"[1213, 2331, 2110, 2003]","[1203, 2313, 2033, 1332]",1
"[1213, 3002, 2021, 1313]","[1203, 2330, 2010, 1302]",1
"[1213, 3003, 2022, 1311]","[1203, 2331, 2011, 1300]",69
"[1213, 3011, 2021, 1310]","[1203, 2331, 2011, 1300]",5
"[1213, 3012, 2103, 1331]","[1210, 2333, 2033, 1313]",565
"[122, 303, 231, 201]","[113, 233, 220, 131]",1971
"[122, 310, 211, 210]","[113, 232, 200, 202]",1
"[1220, 2212, 1330, 1203]","[1210, 2201, 1311, 1133]",37
"[1220, 2231, 2012, 1212]","[1211, 2213, 1331, 1210]",106
"[1220, 2300, 2022, 1303]","[1202, 2231, 2003, 1233]",36
"[1220, 2300, 2031, 1300]","[1201, 2230, 2020, 1230]",3
"[1220, 2310, 2020, 1301]","[1202, 2233, 2002, 1232]",23
"[1220, 2310, 2033, 1330]","[1203, 2300, 2022, 1312]",1
"[1220, 2320, 2031, 1322]","[1210, 2310, 2011, 1312]",1
"[1220, 2320, 2110, 1311]","[1210, 2301, 2032, 1302]",2
"[1220, 2330, 2112, 2001]","[1203, 2313, 2033, 1332]",1
"[1220, 2331, 2031, 1313]","[1211, 2313, 2020, 1301]",442
"[1220, 2331, 2100, 1310]","[1203, 2313, 2023, 1300]",9
"[1220, 2331, 2110, 2002]","[1203, 2320, 2031, 1333]",2
"[1220, 2332, 2111, 2000]","[1203, 2321, 2032, 1331]",1
"[1220, 3000, 2110, 1333]","[1202, 2323, 2100, 1322]",2
"[1221, 2322, 2113, 2001]","[1212, 2310, 2033, 1332]",3
"[1221, 2330, 2021, 1323]","[1212, 2313, 2002, 1312]",35
"[1221, 2331, 2013, 1330]","[1212, 2313, 2002, 1312]",7
"[1221, 3000, 2031, 1303]","[1203, 2323, 2021, 1232]",32
"[1221, 3003, 2101, 1332]","[1211, 2331, 2030, 1321]",6
"[1221, 3011, 2100, 1331]","[1211, 2331, 2030, 1321]",5
"[1222, 2312, 2102, 1313]","[1220, 2300, 2022, 1303]",34
"[1222, 2313, 2103, 1311]","[1220, 2300, 2031, 1300]",2
"[1222, 2321, 2033, 1313]","[1220, 2310, 2020, 1301]",16
"[1222, 2322, 2100, 1311]","[1213, 2310, 2020, 1302]",38
"[1222, 2330, 2123, 1330]","[1213, 2320, 2110, 1312]",1
"[1222, 2331, 2130, 1322]","[1220, 2320, 2110, 1311]",1
"[1222, 3000, 2031, 1302]","[1210, 2330, 2013, 1232]",34
"[1222, 3001, 2033, 2001]","[1210, 2331, 2021, 1331]",1
"[1222, 3010, 2113, 1320]","[1212, 2332, 2101, 1310]",5
"[1222, 3012, 2131, 2002]","[1212, 3001, 2111, 1333]",1
"[1222, 3022, 2101, 1320]","[1212, 3011, 2021, 1311]",1
"[1223, 2223, 2010, 1213]","[1220, 2212, 1330, 1203]",2
"[1223, 2301, 2032, 1223]","[1220, 2231, 2012, 1212]",99
"[1223, 2323, 2111, 2000]","[1213, 2312, 2032, 1330]",43
"[1223, 2323, 2122, 1331]","[1222, 2312, 2102, 1313]",28
"[1223, 2332, 2122, 1322]","[1222, 2322, 2100, 1311]",1
"[1223, 2333, 2111, 1332]","[1222, 2321, 2033, 1313]",15
"[1223, 3002, 2120, 1320]","[1212, 2332, 2101, 1310]",10
"[1223, 3002, 2130, 2012]","[1212, 2332, 2111, 2002]",6
"[1223, 3003, 2112, 1321]","[1220, 2331, 2100, 1310]",1
"[1223, 3011, 2111, 1320]","[1220, 2331, 2100, 1310]",5
"[1223, 3020, 2033, 1323]","[1213, 3011, 2021, 1310]",1
"[1223, 3021, 2100, 1321]","[1213, 3003, 2022, 1311]",2
"[1223, 3022, 2123, 2001]","[1213, 3012, 2103, 1331]",486
"[123, 232, 232, 200]","[120, 230, 213, 130]",2
"[123, 233, 230, 201]","[120, 230, 213, 130]",42
"[123, 302, 212, 210]","[120, 232, 200, 201]",1
"[123, 303, 210, 211]","[120, 232, 200, 201]",1
"[123, 303, 211, 202]","[120, 233, 200, 132]",1
"[123, 311, 210, 201]","[120, 233, 200, 132]",1
"[123, 312, 303, 213]","[121, 302, 233, 201]",4
"[1230, 2223, 2010, 1212]","[1220, 2212, 1330, 1203]",34
"[1230, 2301, 2032, 1222]","[1220, 2231, 2012, 1212]",6
"[1230, 2303, 2033, 1323]","[1220, 2300, 2022, 1303]",1
"[1230, 2320, 2032, 1313]","[1220, 2310, 2020, 1301]",6
"[1230, 2323, 2113, 1333]","[1222, 2312, 2102, 1313]",5
"[1230, 2331, 2101, 2001]","[1213, 2313, 2030, 1331]",37
"[1230, 2331, 2121, 1323]","[1222, 2313, 2103, 1311]",1
"[1230, 2332, 2132, 2013]","[1221, 2322, 2113, 2001]",2
"[1230, 2333, 2130, 2020]","[1213, 2330, 2112, 2002]",24
"[1230, 3000, 2032, 2001]","[1210, 2331, 2021, 1331]",7
"[1230, 3001, 2101, 1333]","[1213, 2323, 2032, 1321]",1
"[1230, 3001, 2123, 2013]","[1213, 2330, 2112, 2002]",3
"[1230, 3010, 2123, 2010]","[1212, 2333, 2112, 2000]",3
"[1230, 3011, 2121, 2011]","[1220, 2331, 2110, 2002]",1
"[1230, 3013, 2032, 1330]","[1213, 3003, 2022, 1311]",66
"[1230, 3020, 2033, 1322]","[1213, 3011, 2021, 1310]",3
"[1230, 3023, 2121, 2001]","[1213, 3012, 2103, 1331]",78
"[1231, 2321, 2111, 1232]","[1230, 2301, 2032, 1222]",5
"[1231, 2333, 2033, 2002]","[1221, 2330, 2021, 1323]",34
"[1231, 3002, 2102, 1330]","[1220, 2331, 2031, 1313]",1
"[1231, 3002, 2111, 1321]","[1222, 2322, 2100, 1311]",35
"[1231, 3002, 2202, 2000]","[1212, 2333, 2123, 1331]",2
"[1231, 3003, 2100, 1331]","[1220, 2331, 2031, 1313]",440
"[1231, 3003, 2200, 2001]","[1212, 2333, 2123, 1331]",1
"[1231, 3010, 2110, 1320]","[1220, 2331, 2100, 1310]",2
"[1231, 3013, 2101, 1320]","[1221, 3000, 2031, 1303]",31
"[1231, 3021, 2113, 2002]","[1221, 3003, 2101, 1332]",1
"[1231, 3021, 2131, 1332]","[1223, 3002, 2120, 1320]",9
"[1231, 3022, 2123, 1333]","[1223, 3011, 2111, 1320]",4
"[1231, 3023, 2112, 2001]","[1221, 3011, 2100, 1331]",3
"[1232, 2232, 2032, 1223]","[1230, 2223, 2010, 1212]",33
"[1232, 2313, 2103, 1301]","[1223, 2301, 2032, 1223]",98
"[1232, 2331, 2103, 1333]","[1230, 2320, 2032, 1313]",2
"[1232, 2332, 2110, 1331]","[1230, 2320, 2032, 1313]",3
"[1232, 2333, 2123, 1311]","[1231, 2321, 2111, 1232]",4
"[1232, 2333, 2130, 2012]","[1223, 2323, 2111, 2000]",42
"[1232, 3000, 2112, 1321]","[1222, 2322, 2100, 1311]",1
"[1232, 3013, 2120, 2002]","[1221, 3003, 2101, 1332]",3
"[1232, 3020, 2130, 1333]","[1222, 3010, 2113, 1320]",4
"[1232, 3100, 2111, 1332]","[1223, 3021, 2100, 1321]",1
"[1233, 2332, 2201, 2003]","[1223, 2323, 2122, 1331]",2
"[1233, 2333, 2130, 2013]","[1230, 2323, 2113, 1333]",4
"[1233, 3011, 2112, 2011]","[1230, 2331, 2101, 2001]",35
"[1233, 3012, 2210, 2022]","[1223, 3002, 2130, 2012]",1
"[1233, 3021, 2122, 1333]","[1231, 3010, 2110, 1320]",1
"[1233, 3032, 2201, 2013]","[1223, 3022, 2123, 2001]",485
"[1233, 3101, 2132, 2013]","[1230, 3023, 2121, 2001]",77
"[13, 100, 11, 11]","[10, 21, 10, 3]",1
"[13, 101, 32, 33]","[11, 31, 30, 22]",6
"[13, 102, 23, 21]","[11, 32, 13, 12]",59
"[13, 103, 21, 22]","[11, 33, 11, 13]",19
"[13, 110, 13, 23]","[11, 33, 11, 13]",1
"[13, 111, 13, 20]","[11, 33, 11, 11]",2
"[13, 111, 20, 21]","[11, 33, 11, 13]",1
"[13, 30, 20, 11]","[10, 20, 12, 2]",1
"[13, 33, 32, 23]","[12, 31, 23, 11]",2062
"[130, 301, 232, 200]","[113, 232, 222, 130]",29
"[130, 302, 230, 201]","[113, 233, 220, 131]",10
"[130, 311, 201, 203]","[120, 300, 132, 133]",11
"[130, 312, 303, 212]","[121, 302, 233, 201]",19
"[130, 313, 301, 213]","[121, 302, 233, 201]",2
"[1300, 2232, 2023, 1230]","[1223, 2223, 2010, 1213]",1
"[1300, 2333, 2030, 2002]","[1221, 2331, 2013, 1330]",1
"[1300, 3010, 2120, 2003]","[1220, 3000, 2110, 1333]",1
"[1300, 3012, 2100, 1313]","[1222, 3000, 2031, 1302]",33
"[1300, 3013, 2133, 2031]","[1223, 3002, 2130, 2012]",4
"[1300, 3020, 2112, 2001]","[1221, 3003, 2101, 1332]",1
"[1300, 3022, 2111, 2000]","[1221, 3011, 2100, 1331]",1
"[1301, 3001, 2023, 2000]","[1221, 2331, 2013, 1330]",5
"[1301, 3001, 2132, 2001]","[1223, 2323, 2122, 1331]",25
"[1301, 3002, 2212, 2022]","[1230, 2332, 2132, 2013]",1
"[1301, 3003, 2122, 2003]","[1223, 2333, 2111, 1332]",14
"[1301, 3010, 2133, 2033]","[1230, 2333, 2130, 2020]",1
"[1301, 3012, 2201, 2023]","[1230, 3001, 2123, 2013]",1
"[1301, 3013, 2102, 2011]","[1230, 3000, 2032, 2001]",6
"[1301, 3020, 2121, 1333]","[1231, 3002, 2111, 1321]",34
"[1301, 3033, 2133, 2012]","[1231, 3022, 2123, 1333]",3
"[1301, 3102, 2123, 2011]","[1231, 3023, 2112, 2001]",2
"[1302, 2330, 2120, 1313]","[1232, 2313, 2103, 1301]",97
"[1302, 3003, 2201, 2031]","[1230, 2333, 2130, 2020]",22
"[1302, 3010, 2111, 2010]","[1230, 2331, 2101, 2001]",1
"[1302, 3010, 2202, 2023]","[1230, 3001, 2123, 2013]",1
"[1302, 3011, 2103, 2013]","[1231, 2333, 2033, 2002]",1
"[1302, 3012, 2110, 2011]","[1231, 2333, 2033, 2002]",32
"[1302, 3013, 2202, 2020]","[1230, 3010, 2123, 2010]",2
"[1302, 3023, 2103, 2001]","[1230, 3013, 2032, 1330]",47
"[1302, 3030, 2110, 1333]","[1231, 3013, 2101, 1320]",30
"[1302, 3112, 2212, 2023]","[1233, 3101, 2132, 2013]",39
"[1303, 2303, 2102, 1301]","[1232, 2232, 2032, 1223]",2
"[1303, 2311, 2101, 1300]","[1232, 2232, 2032, 1223]",1
"[1303, 3002, 2202, 1322]","[1232, 2333, 2123, 1311]",1
"[1303, 3010, 2132, 1330]","[1232, 2333, 2123, 1311]",1
"[1303, 3010, 2133, 2031]","[1232, 2333, 2130, 2012]",5
"[1303, 3012, 2220, 2010]","[1231, 3002, 2202, 2000]",1
"[1303, 3021, 2110, 2001]","[1231, 3003, 2100, 1331]",206
"[1303, 3023, 2103, 2000]","[1230, 3020, 2033, 1322]",2
"[1303, 3023, 2131, 2020]","[1232, 3013, 2120, 2002]",2
"[1303, 3030, 2101, 2001]","[1230, 3013, 2032, 1330]",17
"[1303, 3030, 2133, 2013]","[1232, 3020, 2130, 1333]",3
"[1303, 3103, 2212, 2031]","[1233, 3032, 2201, 2013]",148
"[1303, 3111, 2211, 2030]","[1233, 3032, 2201, 2013]",1
"[1303, 3112, 2203, 2031]","[1233, 3101, 2132, 2013]",13
"[131, 310, 233, 213]","[123, 233, 230, 201]",8
"[131, 310, 302, 210]","[121, 233, 233, 200]",2
"[131, 321, 300, 211]","[122, 303, 231, 201]",1970
"[131, 322, 321, 223]","[130, 312, 303, 212]",13
"[131, 330, 311, 231]","[123, 312, 303, 213]",1
"[1310, 2303, 2102, 1300]","[1232, 2232, 2032, 1223]",29
"[1310, 3002, 2121, 2002]","[1232, 2331, 2103, 1333]",1
"[1310, 3002, 2203, 2022]","[1232, 2333, 2130, 2012]",1
"[1310, 3003, 2113, 2003]","[1232, 2332, 2110, 1331]",1
"[1310, 3003, 2133, 2033]","[1233, 2333, 2130, 2013]",2
"[1310, 3003, 2200, 1322]","[1232, 2333, 2123, 1311]",1
"[1310, 3003, 2201, 2023]","[1232, 2333, 2130, 2012]",1
"[1310, 3010, 2133, 2030]","[1232, 2333, 2130, 2012]",1
"[1310, 3010, 2202, 2021]","[1232, 2333, 2130, 2012]",33
"[1310, 3010, 2212, 2013]","[1233, 2332, 2201, 2003]",1
"[1310, 3011, 2201, 2023]","[1233, 2333, 2130, 2013]",1
"[1310, 3021, 2110, 2000]","[1231, 3003, 2100, 1331]",233
"[1310, 3022, 2130, 2021]","[1233, 3011, 2112, 2011]",34
"[1310, 3023, 2103, 1333]","[1300, 3012, 2100, 1313]",32
"[1310, 3030, 2101, 2000]","[1230, 3013, 2032, 1330]",1
"[1310, 3030, 2202, 2003]","[1231, 3021, 2131, 1332]",8
"[1310, 3102, 2220, 2023]","[1233, 3032, 2201, 2013]",296
"[1310, 3103, 2212, 2030]","[1233, 3032, 2201, 2013]",39
"[1310, 3112, 2203, 2030]","[1233, 3101, 2132, 2013]",24
"[1310, 3112, 2212, 2021]","[1301, 3033, 2133, 2012]",2
"[1311, 2323, 2113, 1312]","[1310, 2303, 2102, 1300]",22
"[1311, 2330, 2111, 1313]","[1303, 2303, 2102, 1301]",1
"[1311, 2331, 2112, 1311]","[1310, 2303, 2102, 1300]",2
"[1311, 3010, 2120, 2000]","[1232, 2332, 2110, 1331]",1
"[1311, 3010, 2123, 1331]","[1302, 2330, 2120, 1313]",80
"[1311, 3013, 2033, 2012]","[1301, 3001, 2023, 2000]",4
"[1311, 3013, 2203, 2012]","[1301, 3001, 2132, 2001]",24
"[1311, 3021, 2133, 2020]","[1301, 3003, 2122, 2003]",1
"[1311, 3022, 2213, 2101]","[1302, 3003, 2201, 2031]",21
"[1311, 3023, 2123, 2022]","[1302, 3012, 2110, 2011]",28
"[1311, 3030, 2203, 2103]","[1300, 3013, 2133, 2031]",3
"[1311, 3031, 2122, 2021]","[1302, 3012, 2110, 2011]",3
"[1311, 3031, 2213, 2032]","[1302, 3013, 2202, 2020]",1
"[1311, 3032, 2132, 2010]","[1301, 3020, 2121, 1333]",1
"[1311, 3033, 2130, 2011]","[1301, 3020, 2121, 1333]",2
"[1311, 3103, 2113, 2012]","[1302, 3023, 2103, 2001]",15
"[1311, 3111, 2121, 2002]","[1302, 3030, 2110, 1333]",1
"[1311, 3111, 2211, 2022]","[1303, 3030, 2133, 2013]",1
"[1311, 3121, 2201, 2020]","[1301, 3102, 2123, 2011]",1
"[1311, 3131, 2223, 2100]","[1302, 3112, 2212, 2023]",35
"[1311, 3132, 2221, 2101]","[1303, 3112, 2203, 2031]",5
"[1312, 2322, 2121, 1310]","[1310, 2303, 2102, 1300]",3
"[1312, 3002, 2130, 1331]","[1302, 2330, 2120, 1313]",16
"[1312, 3020, 2201, 2012]","[1301, 3003, 2122, 2003]",12
"[1312, 3023, 2211, 2101]","[1303, 3010, 2133, 2031]",1
"[1312, 3030, 2120, 2021]","[1301, 3013, 2102, 2011]",5
"[1312, 3032, 2123, 2012]","[1303, 3021, 2110, 2001]",171
"[1312, 3033, 2121, 2013]","[1303, 3021, 2110, 2001]",13
"[1312, 3102, 2121, 2010]","[1302, 3023, 2103, 2001]",30
"[1312, 3103, 2113, 2011]","[1303, 3023, 2103, 2000]",1
"[1312, 3111, 2112, 2010]","[1303, 3030, 2101, 2001]",13
"[1312, 3111, 2221, 2113]","[1311, 3030, 2203, 2103]",2
"[1312, 3122, 2232, 2033]","[1310, 3112, 2212, 2021]",1
"[1312, 3123, 2230, 2100]","[1302, 3112, 2212, 2023]",3
"[1312, 3130, 2222, 2101]","[1303, 3112, 2203, 2031]",7
"[1312, 3211, 2233, 2113]","[1311, 3132, 2221, 2101]",4
"[1313, 3021, 2221, 2032]","[1310, 3010, 2202, 2021]",1
"[1313, 3033, 2121, 2012]","[1310, 3021, 2110, 2000]",223
"[1313, 3100, 2113, 2013]","[1303, 3021, 2110, 2001]",19
"[1313, 3101, 2120, 2011]","[1303, 3021, 2110, 2001]",2
"[1313, 3101, 2202, 2031]","[1303, 3023, 2131, 2020]",1
"[1313, 3103, 2110, 2013]","[1303, 3030, 2101, 2001]",2
"[1313, 3120, 2230, 2102]","[1303, 3103, 2212, 2031]",146
"[1313, 3121, 2231, 2100]","[1310, 3102, 2220, 2023]",241
"[1313, 3122, 2233, 2133]","[1312, 3111, 2221, 2113]",1
"[1313, 3130, 2213, 2103]","[1310, 3112, 2203, 2030]",3
"[1313, 3131, 2220, 2101]","[1310, 3112, 2203, 2030]",18
"[1313, 3223, 2311, 2132]","[1312, 3211, 2233, 2113]",1
"[132, 303, 301, 211]","[123, 232, 232, 200]",1
"[132, 313, 301, 211]","[130, 301, 232, 200]",28
"[132, 320, 322, 223]","[130, 312, 303, 212]",4
"[132, 321, 220, 212]","[130, 311, 201, 203]",9
"[132, 321, 313, 221]","[131, 310, 302, 210]",1
"[132, 321, 320, 230]","[123, 312, 303, 213]",1
"[132, 331, 312, 222]","[131, 321, 300, 211]",1969
"[1320, 2321, 2120, 1310]","[1310, 2303, 2102, 1300]",1
"[1320, 2333, 2130, 1332]","[1311, 2323, 2113, 1312]",19
"[1320, 3013, 2222, 2032]","[1310, 3010, 2202, 2021]",30
"[1320, 3021, 2211, 2103]","[1310, 3003, 2133, 2033]",1
"[1320, 3021, 2212, 2100]","[1303, 3010, 2133, 2031]",3
"[1320, 3021, 2221, 2031]","[1310, 3010, 2202, 2021]",1
"[1320, 3022, 2200, 2003]","[1301, 3020, 2121, 1333]",30
"[1320, 3032, 2232, 2113]","[1311, 3022, 2213, 2101]",20
"[1320, 3033, 2121, 2011]","[1310, 3021, 2110, 2000]",9
"[1320, 3100, 2122, 2003]","[1302, 3030, 2110, 1333]",28
"[1320, 3100, 2212, 2023]","[1303, 3030, 2133, 2013]",1
"[1320, 3101, 2120, 2010]","[1302, 3023, 2103, 2001]",1
"[1320, 3101, 2222, 2012]","[1310, 3030, 2202, 2003]",7
"[1320, 3110, 2111, 2010]","[1303, 3030, 2101, 2001]",1
"[1320, 3113, 2232, 2100]","[1310, 3102, 2220, 2023]",54
"[1320, 3120, 2230, 2101]","[1303, 3103, 2212, 2031]",1
"[1320, 3121, 2131, 2023]","[1311, 3103, 2113, 2012]",14
"[1320, 3122, 2223, 2100]","[1310, 3112, 2203, 2030]",2
"[1320, 3223, 2311, 2131]","[1312, 3211, 2233, 2113]",2
"[1321, 3001, 2123, 1330]","[1311, 2323, 2113, 1312]",2
"[1321, 3001, 2132, 1321]","[1312, 2322, 2121, 1310]",2
"[1321, 3002, 2130, 1322]","[1311, 2331, 2112, 1311]",1
"[1321, 3022, 2230, 2022]","[1311, 3013, 2203, 2012]",23
"[1321, 3023, 2222, 2023]","[1312, 3020, 2201, 2012]",1
"[1321, 3030, 2112, 2022]","[1311, 3013, 2033, 2012]",1
"[1321, 3031, 2110, 2023]","[1311, 3013, 2033, 2012]",2
"[1321, 3031, 2221, 2022]","[1312, 3020, 2201, 2012]",3
"[1321, 3100, 2122, 2002]","[1310, 3023, 2103, 1333]",28
"[1321, 3100, 2201, 2031]","[1310, 3022, 2130, 2021]",33
"[1321, 3101, 2120, 2003]","[1310, 3023, 2103, 1333]",3
"[1321, 3101, 2201, 2032]","[1311, 3023, 2123, 2022]",27
"[1321, 3102, 2131, 2033]","[1312, 3030, 2120, 2021]",1
"[1321, 3103, 2203, 2022]","[1311, 3033, 2130, 2011]",1
"[1321, 3111, 2133, 2030]","[1312, 3032, 2123, 2012]",160
"[1321, 3111, 2202, 2021]","[1312, 3032, 2123, 2012]",10
"[1321, 3113, 2132, 2023]","[1313, 3101, 2120, 2011]",1
"[1321, 3120, 2133, 2021]","[1312, 3102, 2121, 2010]",22
"[1321, 3120, 2230, 2100]","[1310, 3103, 2212, 2030]",38
"[1321, 3122, 2132, 2020]","[1312, 3111, 2112, 2010]",11
"[1321, 3123, 2130, 2021]","[1312, 3111, 2112, 2010]",1
"[1321, 3133, 2302, 2113]","[1313, 3121, 2231, 2100]",240
"[1321, 3202, 2233, 2113]","[1313, 3131, 2220, 2101]",17
"[1321, 3202, 2302, 2110]","[1311, 3131, 2223, 2100]",2
"[1321, 3203, 2300, 2111]","[1311, 3131, 2223, 2100]",32
"[1322, 3032, 2232, 2111]","[1320, 3021, 2212, 2100]",2
"[1322, 3100, 2132, 2033]","[1312, 3030, 2120, 2021]",3
"[1322, 3102, 2202, 2023]","[1312, 3033, 2121, 2013]",8
"[1322, 3110, 2201, 2022]","[1312, 3033, 2121, 2013]",4
"[1322, 3111, 2133, 2023]","[1320, 3033, 2121, 2011]",2
"[1322, 3111, 2303, 2131]","[1320, 3032, 2232, 2113]",1
"[1322, 3112, 2131, 2030]","[1313, 3100, 2113, 2013]",18
"[1322, 3131, 2303, 2113]","[1320, 3113, 2232, 2100]",1
"[1322, 3132, 2310, 2111]","[1320, 3113, 2232, 2100]",2
"[1322, 3133, 2302, 2112]","[1320, 3122, 2223, 2100]",1
"[1322, 3213, 2322, 2122]","[1321, 3203, 2300, 2111]",30
"[1322, 3221, 2321, 2121]","[1321, 3203, 2300, 2111]",1
"[1323, 3013, 2200, 2003]","[1311, 3010, 2123, 1331]",29
"[1323, 3020, 2201, 2001]","[1311, 3010, 2123, 1331]",22
"[1323, 3030, 2233, 2111]","[1320, 3013, 2222, 2032]",19
"[1323, 3032, 2213, 2021]","[1320, 3022, 2200, 2003]",1
"[1323, 3100, 2200, 2032]","[1311, 3031, 2122, 2021]",2
"[1323, 3102, 2202, 2022]","[1313, 3033, 2121, 2012]",2
"[1323, 3102, 2303, 2133]","[1320, 3032, 2232, 2113]",5
"[1323, 3110, 2132, 2030]","[1313, 3033, 2121, 2012]",219
"[1323, 3112, 2200, 2020]","[1312, 3102, 2121, 2010]",7
"[1323, 3112, 2213, 2103]","[1321, 3100, 2201, 2031]",19
"[1323, 3112, 2222, 2102]","[1321, 3101, 2201, 2032]",26
"[1323, 3113, 2132, 2021]","[1321, 3101, 2120, 2003]",2
"[1323, 3121, 2222, 2033]","[1321, 3111, 2202, 2021]",1
"[1323, 3123, 2212, 2101]","[1321, 3111, 2133, 2030]",159
"[1323, 3130, 2302, 2120]","[1313, 3120, 2230, 2102]",137
"[1323, 3132, 2203, 2101]","[1320, 3121, 2131, 2023]",3
"[1323, 3132, 2212, 2032]","[1321, 3122, 2132, 2020]",10
"[1323, 3132, 2301, 2113]","[1321, 3120, 2230, 2100]",35
"[1323, 3200, 2300, 2112]","[1312, 3130, 2222, 2101]",6
"[1323, 3203, 2321, 2132]","[1321, 3133, 2302, 2113]",218
"[1323, 3210, 2313, 2133]","[1321, 3133, 2302, 2113]",2
"[1323, 3211, 2320, 2131]","[1321, 3133, 2302, 2113]",18
"[1323, 3213, 2310, 2133]","[1321, 3202, 2233, 2113]",1
"[1323, 3213, 2313, 2130]","[1321, 3202, 2302, 2110]",1
"[1323, 3220, 2311, 2131]","[1321, 3202, 2233, 2113]",13
"[1323, 3232, 2330, 2210]","[1320, 3223, 2311, 2131]",1
"[133, 302, 300, 212]","[123, 233, 230, 201]",32
"[133, 312, 300, 212]","[130, 302, 230, 201]",8
"[133, 313, 302, 233]","[131, 310, 233, 213]",7
"[1330, 3012, 2202, 2001]","[1312, 3002, 2130, 1331]",14
"[1330, 3013, 2200, 2002]","[1311, 3010, 2123, 1331]",28
"[1330, 3030, 2211, 2030]","[1312, 3020, 2201, 2012]",7
"[1330, 3033, 2211, 2021]","[1320, 3022, 2200, 2003]",28
"[1330, 3102, 2303, 2132]","[1320, 3032, 2232, 2113]",2
"[1330, 3103, 2301, 2133]","[1320, 3032, 2232, 2113]",8
"[1330, 3110, 2132, 2023]","[1320, 3033, 2121, 2011]",6
"[1330, 3110, 2302, 2131]","[1320, 3032, 2232, 2113]",3
"[1330, 3111, 2130, 2030]","[1313, 3033, 2121, 2012]",1
"[1330, 3112, 2213, 2102]","[1321, 3100, 2201, 2031]",12
"[1330, 3113, 2211, 2103]","[1321, 3100, 2201, 2031]",1
"[1330, 3120, 2121, 2030]","[1313, 3103, 2110, 2013]",1
"[1330, 3121, 2222, 2032]","[1321, 3111, 2202, 2021]",7
"[1330, 3130, 2302, 2113]","[1320, 3113, 2232, 2100]",50
"[1330, 3131, 2300, 2120]","[1313, 3120, 2230, 2102]",8
"[1330, 3132, 2301, 2112]","[1321, 3120, 2230, 2100]",1
"[1330, 3133, 2201, 2101]","[1320, 3121, 2131, 2023]",10
"[1330, 3200, 2231, 2120]","[1313, 3130, 2213, 2103]",2
"[1330, 3200, 2300, 2111]","[1312, 3123, 2230, 2100]",2
"[1330, 3210, 2313, 2132]","[1321, 3133, 2302, 2113]",1
"[1330, 3213, 2310, 2132]","[1321, 3202, 2233, 2113]",2
"[1331, 3011, 2201, 2002]","[1320, 2333, 2130, 1332]",18
"[1331, 3012, 2133, 2003]","[1321, 3001, 2123, 1330]",1
"[1331, 3102, 2312, 2122]","[1323, 3030, 2233, 2111]",1
"[1331, 3103, 2231, 2100]","[1321, 3031, 2221, 2022]",2
"[1331, 3112, 2200, 2012]","[1321, 3100, 2122, 2002]",27
"[1331, 3121, 2213, 2100]","[1322, 3102, 2202, 2023]",6
"[1331, 3121, 2321, 2210]","[1323, 3102, 2303, 2133]",4
